"Date","Lower 95% CrI","Lower 50% CrI","Posterior median","upper2","Upper 95% CrI","N alive"
1973,0,0.00498753117206983,0.00997506234413965,0.0162094763092269,0.029925187032419,802
1973.25,0,0.00371747211895911,0.00991325898389095,0.0173482032218092,0.0334882280049566,807
1973.5,0,0.00858895705521472,0.0159509202453988,0.0245398773006135,0.0441717791411043,815
1973.75,0.00729040097205346,0.0243013365735115,0.0352369380315917,0.0461725394896719,0.071688942891859,823
1974,0.00603864734299517,0.0241545893719807,0.035024154589372,0.0471014492753623,0.0736714975845411,828
1974.25,0.00835329341317365,0.0287425149700599,0.0407185628742515,0.0538922155688623,0.0874550898203593,835
1974.5,0.00953516090584029,0.032181168057211,0.0476758045292014,0.0643623361144219,0.0965733015494636,839
1974.75,0.00948991696322657,0.0320284697508897,0.0462633451957295,0.062870699881376,0.0948991696322657,843
1975,0,0.00444312796208531,0.0106635071090047,0.0213270142180095,0.04739336492891,844
1975.25,0.00235017626321974,0.0188014101057579,0.0329024676850764,0.0481786133960047,0.0799059929494712,851
1975.5,0.00700116686114352,0.0268378063010502,0.0408401400233372,0.058634772462077,0.0956826137689615,857
1975.75,0.0104287369640788,0.0405561993047509,0.0579374275782155,0.0787949015063731,0.115874855156431,863
1976,0,0.00809248554913295,0.0184971098265896,0.0323699421965318,0.0705202312138728,865
1976.25,0.00230414746543779,0.013536866359447,0.0230414746543779,0.0368663594470046,0.0680299539170506,868
1976.5,0,0.0046029919447641,0.0126582278481013,0.0218642117376295,0.0517836593785961,869
1976.75,0,0.00574712643678161,0.0114942528735632,0.0195402298850575,0.0414080459770115,870
1977,0,0.00229357798165138,0.00573394495412844,0.0114678899082569,0.0252293577981651,872
1977.25,0,0.00343642611683849,0.00572737686139748,0.00916380297823597,0.0217640320733104,873
1977.5,0,0.00114155251141553,0.0045662100456621,0.00684931506849315,0.0182648401826484,876
1977.75,0,0.00227272727272727,0.00454545454545455,0.00909090909090909,0.0170454545454545,880
1978,0,0,0.00227014755959137,0.00454029511918275,0.0113507377979569,881
1978.25,0,0.00339366515837104,0.00565610859728507,0.00904977375565611,0.0169683257918552,884
1978.5,0,0.00112739571589628,0.00338218714768884,0.0056369785794814,0.0124013528748591,887
1978.75,0,0.00112359550561798,0.00224719101123596,0.00449438202247191,0.0101123595505618,890
1979,0,0,0.00112107623318386,0.00336322869955157,0.00896860986547085,892
1979.25,0,0.00111358574610245,0.00334075723830735,0.0066815144766147,0.0144766146993318,898
1979.5,0,0.00111358574610245,0.0022271714922049,0.0044543429844098,0.0122494432071269,898
1979.75,0,0.00221975582685905,0.00332963374028857,0.00665926748057714,0.0133185349611543,901
1980,0,0.00110864745011086,0.00221729490022173,0.00554323725055432,0.0121951219512195,902
1980.25,0,0,0.00221238938053097,0.00331858407079646,0.00995575221238938,904
1980.5,0,0,0.0022002200220022,0.0044004400440044,0.0099009900990099,909
1980.75,0,0.00109409190371991,0.00328227571115974,0.00656455142231947,0.0142231947483589,914
1981,0,0.00108695652173913,0.00326086956521739,0.00543478260869565,0.0130434782608696,920
1981.25,0,0.00108225108225108,0.00216450216450216,0.00541125541125541,0.0119047619047619,924
1981.5,0,0.00107758620689655,0.0021551724137931,0.00431034482758621,0.0129310344827586,928
1981.75,0,0.00107411385606874,0.00214822771213749,0.00537056928034372,0.0128893662728249,931
1982,0,0.00107181136120043,0.00214362272240086,0.00428724544480171,0.0117899249732047,933
1982.25,0,0.00106951871657754,0.00320855614973262,0.00641711229946524,0.0160695187165775,935
1982.5,0,0.00319148936170213,0.00851063829787234,0.0170212765957447,0.0393617021276596,940
1982.75,0,0.00741525423728814,0.0158898305084746,0.0275423728813559,0.0551112288135593,944
1983,0,0.00607180570221753,0.013727560718057,0.0263991552270327,0.0623284054910243,947
1983.25,0,0.00526870389884088,0.0131717597471022,0.0263435194942044,0.0632244467860906,949
1983.5,0,0.00420168067226891,0.0105042016806723,0.0210084033613445,0.0535714285714286,952
1983.75,0,0.00392259414225941,0.00836820083682008,0.0167364016736402,0.0439330543933054,956
1984,0,0.00312825860271116,0.00834202294056309,0.0166840458811262,0.0479666319082377,959
1984.25,0,0.003125,0.00833333333333333,0.0177083333333333,0.0500520833333333,960
1984.5,0,0.00416233090530697,0.0104058272632674,0.0228928199791883,0.303954214360041,961
1984.75,0.0072538860103627,0.275647668393782,0.306735751295337,0.334974093264249,0.392746113989637,965
1985,0.487448240165631,0.541407867494824,0.570393374741201,0.601449275362319,0.82712215320911,966
1985.25,0,0,0.00103199174406605,0.00206398348813209,0.00515995872033024,969
1985.5,0,0.00308641975308642,0.0051440329218107,0.00823045267489712,0.0154320987654321,972
1985.75,0.00102459016393443,0.0040983606557377,0.00614754098360656,0.00819672131147541,0.014344262295082,976
1986,0,0.00102249488752556,0.00306748466257669,0.00511247443762781,0.0102249488752556,978
1986.25,0,0.00203252032520325,0.0040650406504065,0.00609756097560976,0.0111788617886179,984
1986.5,0,0.00101317122593718,0.00202634245187437,0.00405268490374873,0.00810536980749747,987
1986.75,0,0.00100704934541793,0.00302114803625378,0.00503524672708963,0.0100704934541793,993
1987,0,0.00100502512562814,0.00201005025125628,0.00402010050251256,0.00904522613065327,995
1987.25,0,0,0.00100502512562814,0.00301507537688442,0.00603015075376884,995
1987.5,0,0.001001001001001,0.002002002002002,0.004004004004004,0.00703203203203201,999
1987.75,0,0,0.001,0.002,0.006,1000
1988,0,0,0.000998003992015968,0.00199600798403194,0.00499001996007984,1002
1988.25,0,0.00099403578528827,0.00198807157057654,0.00298210735586481,0.00596421471172962,1006
1988.5,0,0.00197433366238894,0.00394866732477789,0.00592300098716683,0.00987166831194472,1013
1988.75,0,0,0.000983284169124877,0.00294985250737463,0.00688298918387414,1017
1989,0,0,0.000979431929480901,0.0019588638589618,0.00492164544564151,1021
1989.25,0,0,0.000975609756097561,0.00195121951219512,0.0048780487804878,1025
1989.5,0,0,0.000968054211035818,0.00193610842207164,0.00580832526621491,1033
1989.75,0,0,0.000964320154291225,0.00192864030858245,0.00675024108003857,1037
1990,0,0,0.000961538461538462,0.00288461538461538,0.00769230769230769,1040
1990.25,0,0,0.00192122958693564,0.00384245917387128,0.0096061479346782,1041
1990.5,0,0.000959692898272553,0.00191938579654511,0.00383877159309021,0.0115163147792706,1042
1990.75,0,0.000958772770853308,0.00191754554170662,0.00479386385426654,0.0134228187919463,1043
1991,0,0.000955109837631328,0.00286532951289398,0.00668576886341929,0.0181470869149952,1047
1991.25,0,0.00190294957183635,0.00475737392959087,0.00951474785918173,0.0247621313035204,1051
1991.5,0,0.00380228136882129,0.00950570342205323,0.0190114068441065,0.0446768060836502,1052
1991.75,0.0227920227920228,0.0588793922127255,0.0826210826210826,0.110161443494777,0.155769230769231,1053
1992,0.353889943074004,0.398481973434535,0.421252371916509,0.444022770398482,0.480075901328273,1054
1992.25,0.0142314990512334,0.0341555977229602,0.0464895635673624,0.0578747628083491,0.0910815939278937,1054
1992.5,0,0.0037914691943128,0.00947867298578199,0.0180094786729858,0.042654028436019,1055
1992.75,0,0.00189214758751183,0.00425733207190161,0.00851466414380322,0.0217833491012299,1057
1993,0,0.000944287063267233,0.0028328611898017,0.0056657223796034,0.0169971671388102,1059
1993.25,0,0.000942507068803016,0.00282752120640905,0.0056550424128181,0.0150801131008483,1061
1993.5,0.00187617260787992,0.0075046904315197,0.0112570356472795,0.0150093808630394,0.025328330206379,1066
1993.75,0.00187090739008419,0.00654817586529467,0.010289990645463,0.0140318054256314,0.0233863423760524,1069
1994,0,0.00280373831775701,0.00560747663551402,0.00841121495327103,0.0158878504672897,1070
1994.25,0,0.000932835820895522,0.00186567164179104,0.00466417910447761,0.00932835820895522,1072
1994.5,0,0.000931098696461825,0.00186219739292365,0.0037243947858473,0.00931098696461825,1074
1994.75,0,0,0.000930232558139535,0.00186046511627907,0.00558139534883721,1075
1995,0,0,0.000465116279069767,0.00116279069767442,0.00465116279069767,1075
1995.25,0,0,0.000930232558139535,0.00186046511627907,0.00465116279069767,1075
1995.5,0,0,0.000925925925925926,0.00277777777777778,0.00648148148148148,1080
1995.75,0,0,0.000925069380203515,0.00277520814061055,0.00740055504162812,1081
1996,0,0,0.000924214417744917,0.00277264325323475,0.00646950092421442,1082
1996.25,0,0,0.000923361034164358,0.00277008310249307,0.00831024930747922,1083
1996.5,0,0,0.00184162062615101,0.00368324125230203,0.00920810313075507,1086
1996.75,0,0,0.00183992640294388,0.00367985280588776,0.00919963201471941,1087
1997,0,0,0.00183654729109275,0.00367309458218549,0.00918273645546373,1089
1997.25,0,0.000916590284142988,0.00183318056828598,0.00366636113657195,0.0100824931255729,1091
1997.5,0,0.000915750915750916,0.00183150183150183,0.00457875457875458,0.0137362637362637,1092
1997.75,0,0.00182648401826484,0.00365296803652968,0.00821917808219178,0.0219178082191781,1095
1998,0,0.00365296803652968,0.0100456621004566,0.0191780821917808,0.0511415525114155,1095
1998.25,0.00547445255474453,0.0364963503649635,0.062043795620438,0.0921532846715328,0.159671532846715,1096
1998.5,0.0127620783956244,0.0674567000911577,0.112123974475843,0.157702825888788,0.237944393801276,1097
1998.75,0.00910746812386157,0.0546448087431694,0.0947176684881603,0.140255009107468,0.217714025500911,1098
1999,0,0.00727272727272727,0.0172727272727273,0.0336363636363636,0.0818409090909091,1100
1999.25,0,0.00272727272727273,0.00909090909090909,0.0163636363636364,0.0427272727272727,1100
1999.5,0,0.00181818181818182,0.00454545454545455,0.01,0.0290909090909091,1100
1999.75,0,0.000905797101449275,0.0036231884057971,0.00815217391304348,0.0217391304347826,1104
2000,0,0.000904159132007233,0.00361663652802893,0.00723327305605787,0.0207956600361664,1106
2000.25,0,0.001806684733514,0.004516711833785,0.00993676603432701,0.02710027100271,1107
2000.5,0,0.002710027100271,0.00632339656729901,0.013550135501355,0.0352755194218608,1107
2000.75,0,0.00451263537906137,0.0117328519855596,0.0225631768953069,0.0568592057761733,1108
2001,0.000901713255184851,0.0135256988277728,0.0297565374211001,0.0552299368800721,0.121731289449955,1109
2001.25,0.0423042304230423,0.100585058505851,0.138613861386139,0.177317731773177,0.252137713771377,1111
2001.5,0.196020683453237,0.267760791366906,0.303057553956835,0.342625899280576,0.424460431654676,1112
2001.75,0.287724820143885,0.363309352517986,0.398381294964029,0.43794964028777,0.517985611510791,1112
2002,0.223898381294964,0.285746402877698,0.319244604316547,0.35431654676259,0.426281474820144,1112
2002.25,0.0143402154398564,0.0233393177737881,0.0296229802513465,0.0377019748653501,0.0556777378815081,1114
2002.5,0.00717488789237668,0.0188340807174888,0.0278026905829596,0.0385650224215247,0.0654932735426009,1115
2002.75,0.00627240143369176,0.0161290322580645,0.0224014336917563,0.0313620071684588,0.0493055555555555,1116
2003,0.0035778175313059,0.0107334525939177,0.0152057245080501,0.0214669051878354,0.037567084078712,1118
2003.25,0,0.00268336314847943,0.00626118067978533,0.0107334525939177,0.0232558139534884,1118
2003.5,0,0.000894454382826476,0.00268336314847943,0.00626118067978533,0.0143112701252236,1118
2003.75,0,0.00267857142857143,0.00446428571428571,0.00803571428571428,0.0160714285714286,1120
2004,0,0.000892060660124889,0.00356824264049955,0.00624442462087422,0.0142729705619982,1121
2004.25,0,0.000892060660124889,0.00178412132024978,0.00446030330062444,0.0107047279214987,1121
2004.5,0,0.000890471950133571,0.00178094390026714,0.00445235975066785,0.0106856634016028,1123
2004.75,0,0,0.00178094390026714,0.00356188780053428,0.00979519145146928,1123
2005,0,0,0.00178094390026714,0.00356188780053428,0.00979519145146928,1123
2005.25,0,0.000889679715302491,0.00177935943060498,0.00444839857651246,0.0106761565836299,1124
2005.5,0,0.000889679715302491,0.00177935943060498,0.00355871886120996,0.0115658362989324,1124
2005.75,0,0.000889679715302491,0.00266903914590747,0.00444839857651246,0.0133451957295374,1124
2006,0,0.000888888888888889,0.00266666666666667,0.00533333333333333,0.0124444444444444,1125
2006.25,0,0.000888888888888889,0.00355555555555556,0.00711111111111111,0.0168888888888889,1125
2006.5,0,0.00177619893428064,0.0044404973357016,0.00976909413854352,0.0230905861456483,1126
2006.75,0,0.00266193433895297,0.0062111801242236,0.0124223602484472,0.0257320319432121,1127
2007,0,0.00531914893617021,0.00975177304964539,0.0159574468085106,0.0336879432624113,1128
2007.25,0,0.00443262411347518,0.00886524822695036,0.0168439716312057,0.0328014184397163,1128
2007.5,0,0.00354609929078014,0.00797872340425532,0.0141843971631206,0.0310283687943262,1128
2007.75,0,0.00265957446808511,0.00709219858156028,0.0141843971631206,0.0310505319148936,1128
2008,0,0.00354295837023915,0.0070859167404783,0.0141718334809566,0.0319087688219663,1129
2008.25,0,0.00354295837023915,0.00885739592559787,0.016829052258636,0.0354295837023915,1129
2008.5,0,0.00619469026548673,0.0141592920353982,0.0238938053097345,0.0495575221238938,1130
2008.75,0.00176991150442478,0.0123893805309735,0.0247787610619469,0.0389380530973451,0.068141592920354,1130
2009,0.00971238938053097,0.0380530973451327,0.0601769911504425,0.079646017699115,0.116814159292035,1130
2009.25,0.0265486725663717,0.0628318584070797,0.084070796460177,0.105309734513274,0.150442477876106,1130
2009.5,0.020353982300885,0.0592920353982301,0.0769911504424779,0.0964601769911504,0.128318584070796,1130
2009.75,0.00705752212389381,0.0292035398230088,0.0407079646017699,0.0539823008849558,0.0769911504424779,1130
2010,0,0.00265486725663717,0.00707964601769911,0.0132743362831858,0.0300884955752212,1130
2010.25,0.0584070796460177,0.0769911504424779,0.0876106194690266,0.0982300884955752,0.117699115044248,1130
2010.5,0.0406858407079646,0.0601769911504425,0.0716814159292035,0.0823008849557522,0.105309734513274,1130
2010.75,0.0115044247787611,0.0292035398230088,0.0424778761061947,0.0539823008849558,0.0770132743362832,1130
2011,0.0858407079646018,0.115929203539823,0.133628318584071,0.149557522123894,0.183230088495575,1130
2011.25,0.0344911504424779,0.0619469026548673,0.079646017699115,0.0982300884955752,0.130995575221239,1130
2011.5,0.0744021257750221,0.100974313551816,0.116917626217892,0.134632418069088,0.16829052258636,1129
2011.75,0.0980392156862745,0.125668449197861,0.142602495543672,0.159536541889483,0.18716577540107,1122
2012,0.0205908683974933,0.0429722470904208,0.0555058191584602,0.0707251566696508,0.099395702775291,1117
2012.25,0.0848375451263538,0.11913357400722,0.137184115523466,0.156137184115523,0.193140794223827,1108
2012.5,0.0388086642599278,0.0676895306859206,0.0848375451263538,0.104016245487365,0.14081678700361,1108
2012.75,0.0135379061371841,0.0469314079422383,0.0622743682310469,0.0839350180505415,0.125518953068592,1108
2013,0.0126353790613718,0.0406137184115523,0.0595667870036101,0.0803249097472924,0.116448555956679,1108
2013.25,0.0073327222731439,0.0293308890925756,0.0435380384967919,0.0604949587534372,0.107263978001833,1091
2013.5,0.00831792975970425,0.0360443622920518,0.0577634011090573,0.0813308687615527,0.130314232902033,1082
2013.75,0.0362430167597765,0.0763500931098696,0.107541899441341,0.14548417132216,0.236499068901304,1074
2014,0.0415642722117202,0.188799621928166,0.27930056710775,0.316635160680529,0.36578449905482,1058
2014.25,0.0255439924314096,0.0529801324503311,0.0922421948912015,0.204588457899716,0.357639545884579,1057
2014.5,0.0535353535353535,0.125252525252525,0.205555555555556,0.241414141414141,0.284848484848485,990
2014.75,0.0904281098546042,0.138933764135703,0.168820678513732,0.203554119547658,0.263327948303716,619
2015,0.08,0.145714285714286,0.177142857142857,0.211428571428571,0.265785714285714,350
2015.25,0.00584795321637427,0.0350877192982456,0.0526315789473684,0.0760233918128655,0.128654970760234,171
