"Date","Birth cohort","Lower 95% CrI","Posterior median","Upper 95% CrI","Precision","Coefficient of variation"
1991.5,"[-1968]",0,0.00906344410876133,0.0513595166163142,4383.33579763412,0.0151041965649045
1991.75,"(1988,2000]",0,0.0588235294117647,0.313725490196078,132.838165384807,0.0867638001862912
1991.75,"(1978,1988]",0,0.0247933884297521,0.132231404958678,781.636962857553,0.0357682305115418
1991.75,"(1968,1978]",0,0.0228310502283105,0.123401826484018,840.298058019156,0.0344971581798031
1991.75,"[-1968]",0,0.0181268882175227,0.104229607250755,1314.82253323082,0.02757823263987
1992,"(1988,2000]",0.25,0.538461538461538,0.730769230769231,65.4722517628368,0.123586593355833
1992,"(1978,1988]",0.0991735537190083,0.28099173553719,0.429752066115702,146.903632969448,0.0825056579411833
1992,"(1968,1978]",0.114155251141553,0.28310502283105,0.415639269406393,164.219614293466,0.0780346498739617
1992,"[-1968]",0.092107250755287,0.231873111782477,0.335385196374622,251.623598602862,0.0630411773557459
1992.25,"(1988,2000]",0,0.115384615384615,0.365384615384615,108.296156128225,0.0960933820827008
1992.25,"(1978,1988]",0,0.0661157024793388,0.231404958677686,261.27831448934,0.0618654700646055
1992.25,"(1968,1978]",0.0045662100456621,0.0730593607305936,0.219178082191781,292.982032143808,0.0584224151516979
1992.25,"[-1968]",0.00298338368580061,0.0589123867069486,0.182779456193353,430.598245823642,0.0481907706975891
1992.5,"(1988,2000]",0,0.0943396226415094,0.377358490566038,91.8993456923751,0.104314286135393
1992.5,"(1978,1988]",0,0.0413223140495868,0.181818181818182,385.759199172376,0.0509145435047763
1992.5,"(1968,1978]",0,0.0365296803652968,0.159817351598174,446.149356506923,0.0473434458565879
1992.5,"[-1968]",0,0.0317220543806647,0.1375,694.907252021496,0.0379346933736485
1992.75,"(1988,2000]",0,0.0545454545454545,0.273181818181818,157.17030979398,0.0797654363674423
1992.75,"(1978,1988]",0,0.0247933884297521,0.132231404958678,749.919708366022,0.0365167918812534
1992.75,"(1968,1978]",0,0.0228310502283105,0.114155251141553,987.496380594676,0.0318223496850481
